model,H,condition,story,lag1_cosine_median,lag1_featurewise_corr_mean
mamba,8,ctx1,firetestforlove,0.9464321353377135,0.20396340566286153
mamba,8,ctx1,food,0.9404306754618221,0.22308224962220705
mamba,8,ctx1,forgettingfear,0.9399198480034243,0.20339288094444394
mamba,8,ctx1,fromboyhoodtofatherhood,0.9572706397211083,0.19774327865884866
mamba,8,ctx1,gangstersandcookies,0.9449969659290225,0.21724116959513304
mamba,8,ctx1,goingthelibertyway,0.9439582723613016,0.18353933192713304
mamba,8,ctx1,goldiethegoldfish,0.9349471415688374,0.19017884467644652
mamba,8,ctx1,golfclubbing,0.9464651156582007,0.22980841840252986
mamba,8,ctx1,gpsformylostidentity,0.9334068544127129,0.18802267145522103
mamba,8,ctx1,hangtime,0.9460164943545393,0.23849447211828012
mamba,8,ctx1,haveyoumethimyet,0.9462201056155001,0.21082829200810393
mamba,8,ctx1,howtodraw,0.9430495588988975,0.22113192939183582
mamba,8,ctx1,ifthishaircouldtalk,0.9525181875006707,0.20432703937323693
mamba,8,ctx1,inamoment,0.9242977609057287,0.21978359151553092
mamba,8,ctx1,itsabox,0.9358400516758278,0.18847207520293782
mamba,8,ctx1,jugglingandjesus,0.930176067917784,0.22114050396205479
mamba,8,ctx1,kiksuya,0.9331485968771108,0.18411051316086957
mamba,8,ctx1,leavingbaghdad,0.9445032574159252,0.1722526988974508
mamba,8,ctx1,legacy,0.9241485530343407,0.20345503828913555
mamba,8,ctx1,life,0.9356297740520196,0.20846907873878182
mamba,8,ctx1,lifeanddeathontheoregontrail,0.9518309324898953,0.22081068825778485
mamba,8,ctx1,lifereimagined,0.9422049256216358,0.23375271231468012
mamba,8,ctx1,listo,0.9489209139896693,0.21743872485800794
mamba,8,ctx1,mayorofthefreaks,0.9520977559129206,0.20714814227018
mamba,8,ctx1,metsmagic,0.9482010456211902,0.20834949559878044
mamba,8,ctx1,mybackseatviewofagreatromance,0.9257544417368646,0.15933746213024202
mamba,8,ctx1,myfathershands,0.9376789262695664,0.20570872696314715
mamba,8,ctx1,myfirstdaywiththeyankees,0.9556659400595269,0.18939371150594467
mamba,8,ctx1,naked,0.9549170048219633,0.21233120290429194
mamba,8,ctx1,notontheusualtour,0.9439228851452743,0.2392069147330249
mamba,8,ctx1,odetostepfather,0.9473123395429777,0.19936220540335128
mamba,8,ctx1,onlyonewaytofindout,0.9291369858837557,0.21458804215597438
mamba,8,ctx1,penpal,0.9441252371836586,0.20548762313567448
mamba,8,ctx1,quietfire,0.9297305182893492,0.25168840727467223
mamba,8,ctx1,reachingoutbetweenthebars,0.9325648734838603,0.1890002676848427
mamba,8,ctx1,shoppinginchina,0.9380537006806843,0.221485681533417
mamba,8,ctx1,singlewomanseekingmanwich,0.9364956788103235,0.18338747639146902
mamba,8,ctx1,sloth,0.9377645524246483,0.22053353762464675
mamba,8,ctx1,souls,0.9371439216518216,0.22417907247338764
mamba,8,ctx1,stagefright,0.9518424996947511,0.20978224100071133
mamba,8,ctx1,stumblinginthedark,0.9420419191829543,0.22464903636087863
mamba,8,ctx1,superheroesjustforeachother,0.9271616007399467,0.19805921468742974
mamba,8,ctx1,sweetaspie,0.9150253530421643,0.23278191807642723
mamba,8,ctx1,swimmingwithastronauts,0.9435287152324411,0.21526462002019534
mamba,8,ctx1,thatthingonmyarm,0.9330481887828174,0.22720586305037796
mamba,8,ctx1,theadvancedbeginner,0.9355612606569679,0.21313168628681164
mamba,8,ctx1,theclosetthatateeverything,0.9468501268662599,0.19172474450845658
mamba,8,ctx1,thecurse,0.9344192813775951,0.22164214727346576
mamba,8,ctx1,thefreedomridersandme,0.9373954537360809,0.23817322627909854
mamba,8,ctx1,theinterview,0.9400015156905774,0.23590467936535098
mamba,8,ctx1,thepostmanalwayscalls,0.9329170188568349,0.2238084968821816
mamba,8,ctx1,theshower,0.9229581182475954,0.21270283904397505
mamba,8,ctx1,thetiniestbouquet,0.9320684626127471,0.21842360694133564
mamba,8,ctx1,thetriangleshirtwaistconnection,0.9502420592321397,0.22652621235207868
mamba,8,ctx1,threemonths,0.9405208503731716,0.2026193089624654
mamba,8,ctx1,thumbsup,0.9525130060870014,0.20961724497364254
mamba,8,ctx1,tildeath,0.9537791725083279,0.20409248139431355
mamba,8,ctx1,treasureisland,0.9266239758562482,0.20449087926999956
mamba,8,ctx1,undertheinfluence,0.9345691501372525,0.21265582340547595
mamba,8,ctx1,vixenandtheussr,0.9414662354363714,0.21316658114417275
mamba,8,ctx1,waitingtogo,0.9322054529485304,0.20170085677753305
mamba,8,ctx1,whenmothersbullyback,0.9309572769951577,0.20043811721279767
mamba,8,ctx1,wildwomenanddancingqueens,0.9426866512372292,0.22394006777743158
mamba,128,normal,adollshouse,0.9092743551438734,0.29007893653587974
mamba,128,normal,adventuresinsayingyes,0.8880352612075456,0.2940865608939057
mamba,128,normal,afatherscover,0.8541967156860044,0.2796470889305171
mamba,128,normal,againstthewind,0.8777390964622466,0.2891230200176323
mamba,128,normal,alternateithicatom,0.9040095713612486,0.3266812728856397
mamba,128,normal,avatar,0.8808027711093743,0.29772776453231753
mamba,128,normal,backsideofthestorm,0.8852553002071457,0.3092700426542509
mamba,128,normal,becomingindian,0.9017184618578435,0.3492210197771343
mamba,128,normal,beneaththemushroomcloud,0.8795603298458796,0.33009410924568866
mamba,128,normal,birthofanation,0.8930516779109505,0.30615053921835383
mamba,128,normal,bluehope,0.8860856850975607,0.31807545610680826
mamba,128,normal,breakingupintheageofgoogle,0.898924273624292,0.3192741550035828
mamba,128,normal,buck,0.8834773555881373,0.286951962305428
mamba,128,normal,catfishingstrangerstofindmyself,0.8638857543490311,0.2511231502385442
mamba,128,normal,cautioneating,0.8893020255257843,0.340237208679921
mamba,128,normal,christmas1940,0.8685070044832406,0.26600508899711756
mamba,128,normal,cocoonoflove,0.8928362705126316,0.32334460415147304
mamba,128,normal,comingofageondeathrow,0.8892591838519857,0.2915069867152095
mamba,128,normal,exorcism,0.8993998980976775,0.3607994732708626
mamba,128,normal,eyespy,0.8979412353203238,0.34761583090801573
mamba,128,normal,firetestforlove,0.9031801248262554,0.32855764648907554
mamba,128,normal,food,0.8918626866271369,0.32382116753260515
mamba,128,normal,forgettingfear,0.8918788289246765,0.2699888018048184
mamba,128,normal,fromboyhoodtofatherhood,0.9179535995089481,0.33197853105435665
mamba,128,normal,gangstersandcookies,0.8924937771159303,0.3306076995962935
mamba,128,normal,goingthelibertyway,0.8968874364388006,0.3111663541202952
mamba,128,normal,goldiethegoldfish,0.8864035052380896,0.30852395923286785
mamba,128,normal,golfclubbing,0.8958982483245138,0.3002497693902039
mamba,128,normal,gpsformylostidentity,0.8758412781181477,0.28357487626807426
mamba,128,normal,hangtime,0.9082898993575428,0.34758818867099944
mamba,128,normal,haveyoumethimyet,0.8884677409392029,0.30208994159354025
mamba,128,normal,howtodraw,0.8934709776625582,0.3051298693492284
mamba,128,normal,ifthishaircouldtalk,0.9135762033882019,0.31852740229631477
mamba,128,normal,inamoment,0.8628521791800553,0.2930100110278211
mamba,128,normal,itsabox,0.8690687042340421,0.2940006340342828
mamba,128,normal,jugglingandjesus,0.8659380828333146,0.28093068898135737
mamba,128,normal,kiksuya,0.8741942738556487,0.289355779709165
mamba,128,normal,leavingbaghdad,0.8961034729057044,0.31192136356565164
mamba,128,normal,legacy,0.880077582555451,0.3087326592253465
mamba,128,normal,life,0.8868747426591583,0.3056271135689029
mamba,128,normal,lifeanddeathontheoregontrail,0.9078193488728085,0.33327723078105054
mamba,128,normal,lifereimagined,0.8900452975526504,0.3375748602731727
mamba,128,normal,listo,0.9089039874795836,0.3524432421743618
mamba,128,normal,mayorofthefreaks,0.9064215955050047,0.3552740609465725
mamba,128,normal,metsmagic,0.8934231483161954,0.32326300383940515
mamba,128,normal,mybackseatviewofagreatromance,0.866867320417049,0.24215233858045537
mamba,128,normal,myfathershands,0.8855546559485741,0.2922303874713415
mamba,128,normal,myfirstdaywiththeyankees,0.913674153931038,0.3233535310472793
mamba,128,normal,naked,0.910317245916255,0.3284467231032455
mamba,128,normal,notontheusualtour,0.9012606342307179,0.3371395101058418
mamba,128,normal,odetostepfather,0.9140548981148193,0.3199285302280564
mamba,128,normal,onlyonewaytofindout,0.8772285330276909,0.2849877319080188
mamba,128,normal,penpal,0.8968738763192194,0.3130090477852452
mamba,128,normal,quietfire,0.8661449451988262,0.33594015873248734
mamba,128,normal,reachingoutbetweenthebars,0.8722914096522366,0.2608482900605639
mamba,128,normal,shoppinginchina,0.8814589354133655,0.2837356513074694
mamba,128,normal,singlewomanseekingmanwich,0.8710406495002351,0.2643254691266621
mamba,128,normal,sloth,0.8878814150585534,0.34083438489158285
mamba,128,normal,souls,0.8865450595824943,0.31733819926280193
mamba,128,normal,stagefright,0.9078153137676767,0.33815565462361247
mamba,128,normal,stumblinginthedark,0.9000111445699335,0.35293262727120434
mamba,128,normal,superheroesjustforeachother,0.854827029999943,0.2546653511256502
mamba,128,normal,sweetaspie,0.8497439305667027,0.2694833568775752
mamba,128,normal,swimmingwithastronauts,0.8971449312725387,0.3236869731037546
mamba,128,normal,thatthingonmyarm,0.8831066952683788,0.35676529462385886
mamba,128,normal,theadvancedbeginner,0.887174063577299,0.30337107711764477
mamba,128,normal,theclosetthatateeverything,0.8948174718170089,0.2986085779502841
mamba,128,normal,thecurse,0.8776776804355396,0.31257274513842837
mamba,128,normal,thefreedomridersandme,0.8899352723070575,0.3400408608491124
mamba,128,normal,theinterview,0.8927444296947048,0.3026243196309912
mamba,128,normal,thepostmanalwayscalls,0.8845272969268,0.32488109170317947
mamba,128,normal,theshower,0.8690195379752733,0.28349557564763217
mamba,128,normal,thetiniestbouquet,0.8764397446484238,0.2748045292256182
mamba,128,normal,thetriangleshirtwaistconnection,0.9055623121001266,0.3350527257909485
mamba,128,normal,threemonths,0.8859384229477656,0.3142942820438999
mamba,128,normal,thumbsup,0.9214894358125828,0.35441245795964865
mamba,128,normal,tildeath,0.9108519729005456,0.3151824546420599
mamba,128,normal,treasureisland,0.8698989231956252,0.31176420337428773
mamba,128,normal,undertheinfluence,0.8840461507054566,0.3357564877769281
mamba,128,normal,vixenandtheussr,0.8863573534778362,0.3269064139108176
mamba,128,normal,waitingtogo,0.8791193801964924,0.30261032557061684
mamba,128,normal,whenmothersbullyback,0.8813546187006462,0.2844215328315928
mamba,128,normal,wildwomenanddancingqueens,0.9013133056888241,0.3199884596767522
mamba,128,ctx1,adollshouse,0.9644197417724402,0.30289418581734656
mamba,128,ctx1,adventuresinsayingyes,0.9622131287533373,0.3129488269722354
mamba,128,ctx1,afatherscover,0.9440172678412728,0.24159354326105878
mamba,128,ctx1,againstthewind,0.9538532191566439,0.31606351707063446
mamba,128,ctx1,alternateithicatom,0.9638642812440505,0.3309789633543431
mamba,128,ctx1,avatar,0.9466198975404381,0.3347528625625616
mamba,128,ctx1,backsideofthestorm,0.9616454105055008,0.30967590921666355
mamba,128,ctx1,becomingindian,0.9659060402986241,0.31921343228969157
mamba,128,ctx1,beneaththemushroomcloud,0.9580429337283494,0.3193527988561437
mamba,128,ctx1,birthofanation,0.9621937630635664,0.33763901818071157
mamba,128,ctx1,bluehope,0.9530654769420862,0.34122795077125495
mamba,128,ctx1,breakingupintheageofgoogle,0.9656898373036629,0.3401367734460048
mamba,128,ctx1,buck,0.9545815768027694,0.290956630166817
mamba,128,ctx1,catfishingstrangerstofindmyself,0.9489829700453549,0.24765797070452011
mamba,128,ctx1,cautioneating,0.9579490661999198,0.3592685638970958
mamba,128,ctx1,christmas1940,0.9515978075697562,0.29348589473797854
mamba,128,ctx1,cocoonoflove,0.9541099010450722,0.3445660265235877
mamba,128,ctx1,comingofageondeathrow,0.9640344742974657,0.3003677042274951
mamba,128,ctx1,exorcism,0.965733831579323,0.3838601169292731
mamba,128,ctx1,eyespy,0.962504228659803,0.35390306078338013
mamba,128,ctx1,firetestforlove,0.9672733069649817,0.34934382474079556
mamba,128,ctx1,food,0.959580367864665,0.35882029846621966
mamba,128,ctx1,forgettingfear,0.9595889341573072,0.32352195075301365
mamba,128,ctx1,fromboyhoodtofatherhood,0.9719504471872185,0.3690460938963345
mamba,128,ctx1,gangstersandcookies,0.9654559236317551,0.36564202489002073
mamba,128,ctx1,goingthelibertyway,0.9625626179765314,0.3169815120965647
mamba,128,ctx1,goldiethegoldfish,0.9572919236033662,0.3041976180079506
mamba,128,ctx1,golfclubbing,0.9614990493071395,0.3431335720768889
mamba,128,ctx1,gpsformylostidentity,0.9551001903961062,0.30058714144098686
mamba,128,ctx1,hangtime,0.9625967436613971,0.353347874578085
mamba,128,ctx1,haveyoumethimyet,0.9633339019239734,0.3328488931845108
mamba,128,ctx1,howtodraw,0.9619775502668861,0.3429989391751756
mamba,128,ctx1,ifthishaircouldtalk,0.968010611290555,0.3387542402345723
mamba,128,ctx1,inamoment,0.9507544031138313,0.33907126936665516
mamba,128,ctx1,itsabox,0.956001603730174,0.2876385168844781
mamba,128,ctx1,jugglingandjesus,0.9487888697035601,0.31850157535522516
mamba,128,ctx1,kiksuya,0.9559979558241485,0.2936622412246575
mamba,128,ctx1,leavingbaghdad,0.9635323748726335,0.28215062545318
mamba,128,ctx1,legacy,0.9483000280074787,0.2997548898413645
mamba,128,ctx1,life,0.9552669094465863,0.30316875561118656
mamba,128,ctx1,lifeanddeathontheoregontrail,0.9668719886794676,0.355250851883522
mamba,128,ctx1,lifereimagined,0.9610068684953077,0.3637744782989067
mamba,128,ctx1,listo,0.964421009470096,0.352431869401228
mamba,128,ctx1,mayorofthefreaks,0.9698020537149913,0.3630941300373247
mamba,128,ctx1,metsmagic,0.9645895607997217,0.35000525744970296
mamba,128,ctx1,mybackseatviewofagreatromance,0.945167627319475,0.24957307688363192
mamba,128,ctx1,myfathershands,0.9575190370930643,0.29859394668678546
mamba,128,ctx1,myfirstdaywiththeyankees,0.9695151316046088,0.3214714221317225
mamba,128,ctx1,naked,0.9697230626771531,0.3558310090148325
mamba,128,ctx1,notontheusualtour,0.9625863738917053,0.3706289658317788
mamba,128,ctx1,odetostepfather,0.9633871478715849,0.30648425384365163
mamba,128,ctx1,onlyonewaytofindout,0.9543645440775119,0.29998098525850087
mamba,128,ctx1,penpal,0.9632710498485878,0.362068559625002
mamba,128,ctx1,quietfire,0.9484772754880276,0.38355586937829816
mamba,128,ctx1,reachingoutbetweenthebars,0.9548319778057225,0.32119661271761174
mamba,128,ctx1,shoppinginchina,0.9577599169468004,0.3436570673527946
mamba,128,ctx1,singlewomanseekingmanwich,0.9576490348218952,0.2710340154751772
mamba,128,ctx1,sloth,0.9591130490062737,0.33209214122911307
mamba,128,ctx1,souls,0.9597468925762127,0.34968460365233306
mamba,128,ctx1,stagefright,0.9675476944139649,0.3470857623561671
mamba,128,ctx1,stumblinginthedark,0.9614300868367922,0.33656481204542504
mamba,128,ctx1,superheroesjustforeachother,0.9477982814500427,0.27629454186801944
mamba,128,ctx1,sweetaspie,0.9322239754566743,0.296770129601852
mamba,128,ctx1,swimmingwithastronauts,0.9615295853750893,0.33446820805713456
mamba,128,ctx1,thatthingonmyarm,0.9536291764691107,0.3387071505793573
mamba,128,ctx1,theadvancedbeginner,0.9525044989007077,0.31581114732211996
mamba,128,ctx1,theclosetthatateeverything,0.9642206016428749,0.34381915877530317
mamba,128,ctx1,thecurse,0.9528654478562745,0.3091496155380788
mamba,128,ctx1,thefreedomridersandme,0.9561531776380978,0.35695044419205296
mamba,128,ctx1,theinterview,0.9586527179951053,0.3409075763649034
mamba,128,ctx1,thepostmanalwayscalls,0.9540238360401384,0.3146353997659737
mamba,128,ctx1,theshower,0.941899680832947,0.28847411613504775
mamba,128,ctx1,thetiniestbouquet,0.9522439081022214,0.31991311444014603
mamba,128,ctx1,thetriangleshirtwaistconnection,0.9647946320869323,0.3641632892015518
mamba,128,ctx1,threemonths,0.9621882513688294,0.31928731952266753
mamba,128,ctx1,thumbsup,0.9699505243503852,0.3573658512051883
mamba,128,ctx1,tildeath,0.9697878436045968,0.3635242185892958
mamba,128,ctx1,treasureisland,0.9480029048160729,0.2947724985681247
mamba,128,ctx1,undertheinfluence,0.9567471343789468,0.32895910369092585
mamba,128,ctx1,vixenandtheussr,0.9558548047848827,0.3116876548884478
mamba,128,ctx1,waitingtogo,0.9520656986205497,0.32234984301910535
mamba,128,ctx1,whenmothersbullyback,0.9510909787097331,0.305413714560697
mamba,128,ctx1,wildwomenanddancingqueens,0.9620597883811773,0.3288725297218333
